,Gene Feature Name,Gene Common Name,MSN2 Number of Hits,MSN2 Total Sum of Scores,ROX1 Number of Hits,ROX1 Total Sum of Scores,Gene Description
S000003420,YGR188C,BUB1,2,16.741287231445312,2,27.650883674621582,"Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p, prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication"
S000000154,YBL058W,SHP1,1,9.2775335311889648,1,13.199672698974609,"UBX (ubiquitin regulatory X) domain-containing protein; regulates Glc7p phosphatase activity; shp1 mutants are impaired in growth and mitotic progression; functions in growth and mitotic progression require Cdc48p binding; mitotic phenotype is caused by reduced Glc7p activity; interacts with ubiquitylated proteins, required for degradation of a ubiquitylated model substrate"
S000000157,YBL061C,SKT5,1,6.1779980659484863,1,12.392317771911621,"Activator of Chs3p (chitin synthase III) during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog, SHC1, that arose from the whole genome duplication"
S000000151,YBL055C,,2,18.55506706237793,1,10.12928295135498,3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases
S000000153,YBL057C,PTH2,1,9.2775335311889648,1,9.1292829513549805,One of two mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth; see also PTH1
S000000152,YBL056W,PTC3,2,15.455531597137451,1,9.1292829513549805,"Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p); role in DNA damage checkpoint inactivation; PTC3 has a paralog, PTC2, that arose from the whole genome duplication"
S000000158,YBL062W,,2,18.55506706237793,1,16.521600723266602,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004920,YMR304W,UBP15,2,18.55506706237793,1,10.977279663085938,"Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p, counteracting APC activity, and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator, Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences"
S000004430,YLR438W,CAR2,1,9.2775335311889648,2,19.62113618850708,"L-ornithine transaminase (OTAse); catalyzes the second step of arginine degradation, expression is dually-regulated by allophanate induction and a specific arginine induction process; not nitrogen catabolite repression sensitive; protein abundance increases in response to DNA replication stress; human homolog OAT complements yeast null mutant"
S000004431,YLR439W,MRPL4,2,15.455531597137451,1,9.3923177719116211,Mitochondrial ribosomal protein of the large subunit; homolog of prokaryotic L29 ribosomal protein; located at the ribosomal tunnel exit
S000004389,YLR397C,AFG2,2,15.455531597137451,1,12.491852760314941,"ATPase of the CDC48/PAS1/SEC18 (AAA) family, forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs"
S000004435,YLR443W,ECM7,3,27.832600593566895,1,16.106563568115234,Putative integral membrane protein with a role in calcium uptake; non-essential protein; mutant has cell wall defects and Ca+ uptake deficiencies; transcription is induced under conditions of zinc deficiency
S000001409,YIL147C,SLN1,1,6.1779980659484863,1,13.199672698974609,"Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators"
S000004439,YLR447C,VMA6,4,32.196818828582764,1,16.106563568115234,Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required for V1 domain assembly on the vacuolar membrane; the V0 integral membrane domain of vacuolar H+-ATPase (V-ATPase) has five subunits
S000005732,YOR206W,NOC2,1,9.2775335311889648,1,13.521600723266602,Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit
S000005527,YOR001W,RRP6,1,9.2775335311889648,1,13.936637878417969,"Nuclear exosome exonuclease component; has 3'-5' exonuclease activity that is regulated by Lrp1p; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; role in sn/snoRNAs precursor degradation; forms a stable heterodimer with Lrp1p; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based"
S000005524,YOL164W,BDS1,2,14.548641681671143,1,7.8073549270629883,Bacterially-derived sulfatase; required for use of alkyl- and aryl-sulfates as sulfur sources
S000005522,YOL162W,,5,43.288132190704346,1,13.521600723266602,Putative protein of unknown function; member of the Dal5p subfamily of the major facilitator family
S000002503,YDR096W,GIS1,10,84.762484550476074,1,10.392317771911621,"Histone demethylase and transcription factor; regulates genes during nutrient limitation; activity modulated by proteasome-mediated proteolysis; has JmjC and JmjN domain in N-terminus that interact, promoting stability and proper transcriptional activity; contains two transactivating domains downstream of Jmj domains and a C-terminal DNA binding domain; relocalizes to the cytosol in response to hypoxia; GIS1 has a paralog, RPH1, that arose from the whole genome duplication"
S000004727,YMR120C,ADE17,1,9.2775335311889648,1,9.3923177719116211,"Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE17 has a paralog, ADE16, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine"
S000004725,YMR119W,ASI1,1,9.2775335311889648,1,12.199672698974609,"Subunit of the nuclear inner membrane Asi ubiquitin ligase complex; Asi complex targets both misfolded proteins and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signalling by targeting latent unprocessed forms of Stp1p and Stp2p and maintains the repressed state of gene expression in the absence of inducing amino acids; ASI1 has a paralog, ASI3, that arose from the whole genome duplication"
S000004723,YMR117C,SPC24,1,6.1779980659484863,2,24.32895565032959,"Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
S000004656,YMR052W,FAR3,3,24.733065128326416,4,51.857583045959473,"Protein of unknown function; involved in recovery from cell cycle arrest in response to pheromone, in a Far1p-independent pathway; interacts with Far7p, Far8p, Far9p, Far10p, and Far11p; localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress"
S000005093,YNL149C,PGA2,4,35.296354293823242,1,12.714245796203613,Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect
S000005091,YNL147W,LSM7,4,35.296354293823242,1,12.714245796203613,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress"
S000001717,YKR009C,FOX2,3,21.633529663085938,1,11.392317771911621,3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4
S000005419,YOL058W,ARG1,9,77.149572372436523,1,14.29920768737793,Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate
S000005416,YOL055C,THI20,4,26.904637813568115,1,12.936637878417969,"Trifunctional enzyme of thiamine biosynthesis, degradation and salvage; has hydroxymethylpyrimidine (HMP) kinase, HMP-phosphate (HMP-P) kinase and thiaminase activities; member of a gene family with THI21 and THI22; HMP and HMP-P kinase activity redundant with Thi21p"
S000001393,YIL131C,FKH1,1,9.2775335311889648,2,21.106563568115234,"Forkhead family transcription factor; rate-limiting replication origin activator; evolutionarily conserved lifespan regulator; binds multiple chromosomal elements with distinct specificities, cell cycle dynamics; regulates transcription elongation, chromatin silencing at mating loci, expression of G2/M phase genes; facilitates clustering, activation of early-firing replication origins; binds HML recombination enhancer, regulates donor preference during mating-type switching"
S000001578,YKL095W,YJU2,1,6.1779980659484863,1,9.1699247360229492,"Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC (""nineteen complex"") and acts after Prp2p to promote the first catalytic reaction of splicing"
S000005896,YOR369C,RPS12,1,6.1779980659484863,1,14.784634590148926,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S12, no bacterial homolog"
S000001571,YKL088W,CAB3,1,6.1779980659484863,1,10.12928295135498,"Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p, Sis2p, Vhs3p, while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p, Cab3p, Cab4p, and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC"
S000005679,YOR153W,PDR5,1,9.2775335311889648,1,10.614709854125977,"Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter actively regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth; PDR5 has a paralog, PDR15, that arose from the whole genome duplication"
S000005678,YOR152C,ATG40,1,9.2775335311889648,2,23.814382553100586,"Autophagy receptor with a role in endoplasmic reticulum degradation; involved specifically in autophagy of cortical and cytoplasmic ER in response to nitrogen starvation or rapamycin treatment; localizes to the cortical and cytoplasmic ER; similar to human FAM134B, which is also involved in ER autophagy and is associated with sensory neuropathy"
S000001577,YKL094W,YJU3,5,41.474352359771729,2,24.106563568115234,"Monoglyceride lipase (MGL); functional ortholog of mammalian MGL, localizes to lipid particles and membranes, also member of the eukaryotic serine hydrolase family"
S000005383,YOL023W,IFM1,2,17.648177146911621,1,11.936637878417969,Mitochondrial translation initiation factor 2
S000002175,YDL017W,CDC7,3,22.919285297393799,1,11.714245796203613,"DDK (Dbf4-dependent kinase) catalytic subunit; required for origin firing and replication fork progression in mitotic S phase through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression; required for pre-meiotic DNA replication, meiotic DSB formation, recruitment of monopolin complex to kinetochores during meiosis I, regulation of meiosis-specific Ndt80p; mutation complemented by human CDC7 and DBF4 co-expression"
S000005386,YOL026C,MIM1,6,50.751885890960693,2,15.714245796203613,"Mitochondrial protein required for outer membrane protein import; cooperates with Tom70p to import the subset of proteins with multiple alpha-helical transmembrane segments, including Ugo1p, Tom20p, and others; present in a complex with Mim2p in the outer membrane that may create a local environment to facilitate membrane insertion of substrate proteins; also has a role in assembly of Tom20p into the TOM complex"
S000005385,YOL025W,LAG2,5,44.573887825012207,1,11.714245796203613,"Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1"
S000002176,YDL018C,ERP3,3,22.919285297393799,1,11.714245796203613,Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport
S000001370,YIL108W,,2,18.55506706237793,1,10.392317771911621,Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress
S000001376,YIL114C,POR2,2,18.55506706237793,1,14.036173820495605,"Putative mitochondrial porin (voltage-dependent anion channel); not required for mitochondrial membrane permeability or mitochondrial osmotic stability; POR2 has a paralog, POR1, that arose from the whole genome duplication"
S000001374,YIL112W,HOS4,1,9.2775335311889648,1,14.036173820495605,Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate
S000028683,YLR406C-A,,1,6.1779980659484863,1,14.521600723266602,"Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole"
S000002578,YDR171W,HSP42,5,44.573887825012207,1,14.521600723266602,Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress
S000002577,YDR170C,SEC7,2,12.355996131896973,1,12.199672698974609,"Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles"
S000005700,YOR174W,MED4,1,8.3706436157226562,1,10.392317771911621,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
S000028848,YMR175W-A,,7,60.029419422149658,1,7.8073549270629883,Putative protein of unknown function
S000028845,YLR361C-A,,1,9.2775335311889648,1,15.29920768737793,Putative protein of unknown function
S000003159,YGL191W,COX13,1,8.3706436157226562,1,12.199672698974609,Subunit VIa of cytochrome c oxidase; present in a subclass of cytochrome c oxidase complexes that may have a role in mimimizing generation of reactive oxygen species; not essential for cytochrome c oxidase activity but may modulate activity in response to ATP; required for assembly of Rcf2p into cytochrome c oxidase - cytochrome bc1 supercomplexes
S000003629,YJL093C,TOK1,2,12.355996131896973,1,14.521600723266602,"Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem, each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin"
S000006272,YPR068C,HOS1,1,8.3706436157226562,1,10.12928295135498,"Class I histone deacetylase (HDAC) family member; deacetylates Smc3p on lysine residues at anaphase onset; has sequence similarity to Hda1p, Rpd3p, Hos2p, and Hos3p; interacts with the Tup1p-Ssn6p corepressor complex"
S000006270,YPR066W,UBA3,4,36.203244209289551,1,16.106563568115234,Protein that activates Rub1p (NEDD8) before neddylation; acts together with Ula1p; may play a role in protein degradation; GFP-fusion protein localizes to the cytoplasm in a punctate pattern 
S000002716,YDR308C,SRB7,2,18.55506706237793,2,23.428491592407227,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; target of the global repressor Tup1p
S000006278,YPR074C,TKL1,4,32.196818828582764,1,14.036173820495605,"Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog, TKL2, that arose from the whole genome duplication"
S000004981,YNL036W,NCE103,4,30.004173278808594,2,21.843528747558594,"Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate, which is an important metabolic substrate, and protons; not expressed under conditions of high CO2, such as inside a growing colony, but transcription is induced in response to low CO2 levels, such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress"
S000003718,YJL182C,,3,20.726639747619629,1,13.199672698974609,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W"
S000003716,YJL180C,ATP12,1,9.2775335311889648,1,14.784634590148926,Assembly factor for F1 sector of mitochondrial F1F0 ATP synthase; conserved protein; required for assembly of alpha and beta subunits into F1 sector of mitochondrial F1F0 ATP synthase; human homolog ATPAF2 can complement yeast atp12 mutant; mutation of human homolog reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency
S000003710,YJL174W,KRE9,2,18.55506706237793,1,15.521600723266602,"Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects"
S000003711,YJL175W,,6,50.223861694335938,2,23.42849063873291,"Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor"
S000006015,YPL094C,SEC62,1,9.2775335311889648,1,14.521600723266602,"Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; cotranslationally N-acetylated by NatA; other members are Sec63p, Sec66p, and Sec72p"
S000006012,YPL091W,GLR1,1,8.3706436157226562,2,23.206098079681396,Cytosolic and mitochondrial glutathione oxidoreductase; converts oxidized glutathione to reduced glutathione; cytosolic Glr1p is the main determinant of the glutathione redox state of the mitochondrial intermembrane space; mitochondrial Glr1p has a role in resistance to hyperoxia; protein abundance increases in response to DNA replication stress
S000003021,YGL053W,PRM8,2,17.648177146911621,2,25.136310577392578,"Pheromone-regulated protein; contains with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family; PRM8 has a paralog, PRM9, that arose from a segmental duplication"
S000003022,YGL054C,ERV14,3,20.726639747619629,3,36.528628349304199,"COPII-coated vesicle protein; involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p and Nha1p antiporter to cell surface; related to Drosophila cornichon; ERV14 has a paralog, ERV15, that arose from the whole genome duplication"
S000002399,YDL240W,LRG1,1,8.3706436157226562,1,12.714245796203613,"GTPase-activating protein (GAP); contains Rho1p-specific GAP activity, interacting with activated forms of Rho1p; functions along with Sac7p as a negative regulator of the Pkc1p-mediated cell wall integrity signaling pathway; negative regulator of cell wall 1,3-beta-glucan biosynthesis; required for efficient cell fusion; contains a RhoGAP domain and three Lin-11-Isl1-Mec-3 (LIM) domains"
S000005870,YOR343C,,1,6.1779980659484863,1,12.936637878417969,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005874,YOR347C,PYK2,3,26.018820762634277,1,9.5849628448486328,"Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication"
S000002433,YDR026C,NSI1,2,17.648177146911621,1,11.714245796203613,"RNA polymerase I termination factor; binds to rDNA terminator element, required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1, contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits, Sir2p and Net1p; may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog, REB1, that arose from the whole genome duplication"
S000005354,YNR071C,,7,55.116104125976562,2,16.714245796203613,Putative aldose 1-epimerase
S000002435,YDR028C,REG1,3,26.925710678100586,1,14.036173820495605,"Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog, REG2, that arose from the whole genome duplication"
S000000077,YAR029W,,3,26.925710678100586,1,13.199672698974609,Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
S000000432,YBR228W,SLX1,2,18.55506706237793,1,12.977279663085938,"Endonuclease involved in DNA recombination and repair; subunit of a complex, with Slx4p, that hydrolyzes 5' branches from duplex DNA in response to stalled or converging replication forks; function overlaps with that of Sgs1p-Top3p"
S000000433,YBR229C,ROT2,2,15.455531597137451,1,13.199672698974609,"Glucosidase II catalytic subunit; required to trim the final glucose in N-linked glycans; required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations, and are synthetically lethal with rot1 mutations"
S000000431,YBR227C,MCX1,3,24.733065128326416,2,25.176952362060547,"Non-proteolytic ATPase of the AAA family; stimulates incorporation of the pyridoxal phosphate cofactor into Hem1p (5-aminolevulinic acid synthase); localized to the mitochondrial matrix; ortholog of vertebrate CLPX, which promotes erythropoiesis"
S000006658,TM(CAU)C,,1,9.2775335311889648,2,25.399345397949219,"Methionine tRNA (tRNA-Met), predicted by tRNAscan-SE analysis"
S000003448,YGR216C,GPI1,1,9.2775335311889648,1,8.3923177719116211,Membrane protein involved in the synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; human and mouse GPI1p are functional homologs
S000003449,YGR217W,CCH1,4,33.103708744049072,2,25.498881340026855,"Voltage-gated high-affinity calcium channel; involved in calcium influx in response to some environmental stresses as well as exposure to mating pheromones; interacts and partially co-localizes with Mid1p; however, evidence suggests CCH1 is not required for Mid1p function"
S000006123,YPL202C,AFT2,1,8.3706436157226562,2,25.32895565032959,"Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog, AFT1, that arose from the whole genome duplication"
S000006652,TL(UAA)L,,1,8.3706436157226562,1,10.392317771911621,"Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis"
S000003446,YGR214W,RPS0A,1,9.2775335311889648,1,14.521600723266602,"Ribosomal 40S subunit protein S0A; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2; RPS0A has a paralog, RPS0B, that arose from the whole genome duplication;"
S000003445,YGR213C,RTA1,1,9.2775335311889648,1,14.521600723266602,"Protein involved in 7-aminocholesterol resistance; has seven potential membrane-spanning regions; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of protein; RTA1 has a paralog, YLR046C, that arose from the whole genome duplication"
S000005123,YNL179C,,6,50.751885890960693,1,13.199672698974609,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance"
S000000382,YBR178W,,2,15.455531597137451,2,24.165456771850586,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YBR177C"
S000000384,YBR180W,DTR1,1,9.2775335311889648,1,13.784634590148926,"Putative dityrosine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; required for spore wall synthesis; sequence similarity to QDR1 and QDR3, and the triple mutant dtr1 qdr1 qdr3 exhibits reduced dityrosine fluorescence relative to the single mutants; expressed during sporulation"
S000000385,YBR181C,RPS6B,3,26.925710678100586,1,15.784634590148926,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog, RPS6A, that arose from the whole genome duplication"
S000000386,YBR182C,SMP1,2,18.55506706237793,1,9.1292829513549805,"MADS-box transcription factor involved in osmotic stress response; SMP1 has a paralog, RLM1, that arose from the whole genome duplication"
S000000387,YBR183W,YPC1,3,27.832600593566895,1,9.1292829513549805,"Alkaline ceramidase; also has reverse (CoA-independent) ceramide synthase activity; catalyzes both breakdown and synthesis of phytoceramide; overexpression confers fumonisin B1 resistance; YPC1 has a paralog, YDC1, that arose from the whole genome duplication"
S000001034,YHL042W,,1,8.3706436157226562,1,10.614709854125977,"Protein of unknown function; member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; SWAT-GFP and mCherry fusion proteins localize to the vacuole"
S000000899,YER097W,,2,12.355996131896973,1,12.936637878417969,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000544,YCL039W,GID7,2,17.648177146911621,1,14.521600723266602,"Subunit of GID Complex that binds directly to central component Vid30p; GID complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; Gid7p contains six WD40 repeats; computational analysis suggests that Gid7p and Moh1p have similar functions"
S000000545,YCL040W,GLK1,11,93.511993885040283,1,9.3923177719116211,"Glucokinase; catalyzes the phosphorylation of glucose at C6 in the first irreversible step of glucose metabolism; one of three glucose phosphorylating enzymes; expression regulated by non-fermentable carbon sources; GLK1 has a paralog, EMI2, that arose from the whole genome duplication"
S000000079,YAR033W,MST28,1,9.2775335311889648,1,7.5849623680114746,"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication"
S000000890,YER088C,DOT6,3,23.826175212860107,1,11.392317771911621,Protein involved in rRNA and ribosome biogenesis; activated in stochastic pulses of nuclear localization; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation; relative distribution to the nucleus increases upon DNA replication stress
S000000891,YER089C,PTC2,1,9.2775335311889648,2,19.550746917724609,"Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint; PTC2 has a paralog, PTC3, that arose from the whole genome duplication"
S000000892,YER090W,TRP2,1,9.2775335311889648,1,11.228818893432617,"Anthranilate synthase; catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p"
S000007631,YPR074W-A,,3,26.018820762634277,2,26.013453483581543,Hypothetical protein identified by homology
S000006720,TS(AGA)B,,1,8.3706436157226562,1,12.199672698974609,"Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis"
S000006721,TS(AGA)D1,,1,6.1779980659484863,1,8.3923177719116211,"Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis"
S000000949,YER147C,SCC4,3,23.826175212860107,1,12.714245796203613,Subunit of cohesin loading factor (Scc2p-Scc4p); complex is required for the loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during double-strand break repair via phosphorylated histone H2AX
S000000946,YER144C,UBP5,1,9.2775335311889648,1,11.714245796203613,"Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog, DOA4, that arose from the whole genome duplication"
S000000944,YER142C,MAG1,6,45.459704875946045,1,11.714245796203613,3-methyl-adenine DNA glycosylase; involved in protecting DNA against alkylating agents; initiates base excision repair by removing damaged bases to create abasic sites that are subsequently repaired; protein abundance increases in response to DNA replication stress
S000002344,YDL185W,VMA1,1,9.2775335311889648,3,36.14273738861084,"Subunit A of the V1 peripheral membrane domain of V-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner"
S000002614,YDR206W,EBS1,3,26.925710678100586,1,8.3923177719116211,"Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog, EST1, that arose from the whole genome duplication"
S000000763,YEL037C,RAD23,1,9.2775335311889648,1,11.714245796203613,"Protein with ubiquitin-like N terminus; subunit of Nuclear Excision Repair Factor 2 (NEF2) with Rad4p that binds damaged DNA; enhances protein deglycosylation activity of Png1p; also involved, with Rad4p, in ubiquitylated protein turnover; Rad4p-Rad23p heterodimer binds to promoters of DNA damage response genes to repress their transcription in the absence of DNA damage"
